Value,Date,series
0.22,2014-09-15,AlcoholTobacco
0.03,2014-09-15,ClothingFootwear
0.42,2014-09-15,HousingHouseService
0.05,2014-09-15,FurnitureHousehold
0.06,2014-09-15,Health
0.02,2014-09-15,Transport
0.03,2014-09-15,Communication
0.11,2014-09-15,RecreationCulture
0.21,2014-09-15,Education
0.28,2014-09-15,RestaurantsHotels
-0.04,2014-09-15,Misc
-0.32,2015-04-15,Food
0.13,2015-04-15,AlcoholTobacco
-0.02,2015-04-15,ClothingFootwear
0.06,2015-04-15,HousingHouseService
-0.03,2015-04-15,FurnitureHousehold
0.05,2015-04-15,Health
-0.43,2015-04-15,Transport
0.03,2015-04-15,Communication
-0.06,2015-04-15,RecreationCulture
0.22,2015-04-15,Education
0.24,2015-04-15,RestaurantsHotels
0.0,2015-04-15,Misc
-0.27,2015-08-15,Food
0.09,2015-08-15,AlcoholTobacco
0.06,2015-08-15,ClothingFootwear
0.05,2015-08-15,HousingHouseService
0.03,2015-08-15,FurnitureHousehold
0.04,2015-08-15,Health
-0.41,2015-08-15,Transport
0.04,2015-08-15,Communication
-0.13,2015-08-15,RecreationCulture
0.22,2015-08-15,Education
0.22,2015-08-15,RestaurantsHotels
0.08,2015-08-15,Misc
-0.32,2015-12-15,Food
0.01,2015-12-15,AlcoholTobacco
-0.01,2015-12-15,ClothingFootwear
0.04,2015-12-15,HousingHouseService
-0.01,2015-12-15,FurnitureHousehold
0.04,2015-12-15,Health
-0.02,2015-12-15,Transport
0.08,2015-12-15,Communication
-0.04,2015-12-15,RecreationCulture
0.12,2015-12-15,Education
0.21,2015-12-15,RestaurantsHotels
0.1,2015-12-15,Misc
-0.37,2015-02-15,Food
0.17,2015-02-15,AlcoholTobacco
0.14,2015-02-15,ClothingFootwear
0.12,2015-02-15,HousingHouseService
-0.01,2015-02-15,FurnitureHousehold
0.05,2015-02-15,Health
-0.41,2015-02-15,Transport
0.03,2015-02-15,Communication
-0.11,2015-02-15,RecreationCulture
0.22,2015-02-15,Education
0.26,2015-02-15,RestaurantsHotels
-0.04,2015-02-15,Misc
-0.29,2015-01-15,Food
0.15,2015-01-15,AlcoholTobacco
0.12,2015-01-15,ClothingFootwear
0.13,2015-01-15,HousingHouseService
0.05,2015-01-15,FurnitureHousehold
0.05,2015-01-15,Health
-0.42,2015-01-15,Transport
0.01,2015-01-15,Communication
0.02,2015-01-15,RecreationCulture
0.22,2015-01-15,Education
0.28,2015-01-15,RestaurantsHotels
-0.04,2015-01-15,Misc
-0.3,2015-07-15,Food
0.09,2015-07-15,AlcoholTobacco
0.14,2015-07-15,ClothingFootwear
0.05,2015-07-15,HousingHouseService
-0.01,2015-07-15,FurnitureHousehold
0.06,2015-07-15,Health
-0.3,2015-07-15,Transport
0.04,2015-07-15,Communication
-0.09,2015-07-15,RecreationCulture
0.22,2015-07-15,Education
0.19,2015-07-15,RestaurantsHotels
0.06,2015-07-15,Misc
-0.24,2015-06-15,Food
0.1,2015-06-15,AlcoholTobacco
-0.05,2015-06-15,ClothingFootwear
0.05,2015-06-15,HousingHouseService
-0.02,2015-06-15,FurnitureHousehold
0.04,2015-06-15,Health
-0.28,2015-06-15,Transport
0.03,2015-06-15,Communication
-0.15,2015-06-15,RecreationCulture
0.22,2015-06-15,Education
0.23,2015-06-15,RestaurantsHotels
0.01,2015-06-15,Misc
-0.33,2015-03-15,Food
0.15,2015-03-15,AlcoholTobacco
0.0,2015-03-15,ClothingFootwear
0.09,2015-03-15,HousingHouseService
-0.01,2015-03-15,FurnitureHousehold
0.05,2015-03-15,Health
-0.29,2015-03-15,Transport
0.03,2015-03-15,Communication
-0.1,2015-03-15,RecreationCulture
0.22,2015-03-15,Education
0.23,2015-03-15,RestaurantsHotels
-0.04,2015-03-15,Misc
-0.2,2015-05-15,Food
0.09,2015-05-15,AlcoholTobacco
0.03,2015-05-15,ClothingFootwear
0.06,2015-05-15,HousingHouseService
-0.02,2015-05-15,FurnitureHousehold
0.06,2015-05-15,Health
-0.23,2015-05-15,Transport
0.04,2015-05-15,Communication
-0.14,2015-05-15,RecreationCulture
0.22,2015-05-15,Education
0.23,2015-05-15,RestaurantsHotels
-0.01,2015-05-15,Misc
-0.27,2015-11-15,Food
0.06,2015-11-15,AlcoholTobacco
0.0,2015-11-15,ClothingFootwear
0.03,2015-11-15,HousingHouseService
0.03,2015-11-15,FurnitureHousehold
0.04,2015-11-15,Health
-0.31,2015-11-15,Transport
0.09,2015-11-15,Communication
-0.02,2015-11-15,RecreationCulture
0.12,2015-11-15,Education
0.22,2015-11-15,RestaurantsHotels
0.12,2015-11-15,Misc
-0.3,2015-10-15,Food
0.01,2015-10-15,AlcoholTobacco
0.07,2015-10-15,ClothingFootwear
0.03,2015-10-15,HousingHouseService
0.04,2015-10-15,FurnitureHousehold
0.04,2015-10-15,Health
-0.39,2015-10-15,Transport
0.06,2015-10-15,Communication
-0.05,2015-10-15,RecreationCulture
0.12,2015-10-15,Education
0.19,2015-10-15,RestaurantsHotels
0.07,2015-10-15,Misc
-0.25,2015-09-15,Food
0.06,2015-09-15,AlcoholTobacco
-0.03,2015-09-15,ClothingFootwear
0.02,2015-09-15,HousingHouseService
0.04,2015-09-15,FurnitureHousehold
0.05,2015-09-15,Health
-0.41,2015-09-15,Transport
0.04,2015-09-15,Communication
-0.11,2015-09-15,RecreationCulture
0.2,2015-09-15,Education
0.22,2015-09-15,RestaurantsHotels
0.05,2015-09-15,Misc
-0.27,2016-04-15,Food
0.06,2016-04-15,AlcoholTobacco
0.03,2016-04-15,ClothingFootwear
-0.01,2016-04-15,HousingHouseService
0.02,2016-04-15,FurnitureHousehold
0.06,2016-04-15,Health
-0.2,2016-04-15,Transport
0.05,2016-04-15,Communication
0.06,2016-04-15,RecreationCulture
0.12,2016-04-15,Education
0.28,2016-04-15,RestaurantsHotels
0.09,2016-04-15,Misc
-0.23,2016-08-15,Food
0.06,2016-08-15,AlcoholTobacco
-0.08,2016-08-15,ClothingFootwear
-0.01,2016-08-15,HousingHouseService
-0.06,2016-08-15,FurnitureHousehold
0.06,2016-08-15,Health
0.18,2016-08-15,Transport
0.13,2016-08-15,Communication
0.1,2016-08-15,RecreationCulture
0.12,2016-08-15,Education
0.29,2016-08-15,RestaurantsHotels
0.08,2016-08-15,Misc
-0.11,2016-12-15,Food
0.1,2016-12-15,AlcoholTobacco
0.09,2016-12-15,ClothingFootwear
0.05,2016-12-15,HousingHouseService
0.04,2016-12-15,FurnitureHousehold
0.07,2016-12-15,Health
0.58,2016-12-15,Transport
0.06,2016-12-15,Communication
0.13,2016-12-15,RecreationCulture
0.11,2016-12-15,Education
0.35,2016-12-15,RestaurantsHotels
0.1,2016-12-15,Misc
-0.25,2016-02-15,Food
0.05,2016-02-15,AlcoholTobacco
0.03,2016-02-15,ClothingFootwear
0.04,2016-02-15,HousingHouseService
0.02,2016-02-15,FurnitureHousehold
0.06,2016-02-15,Health
-0.16,2016-02-15,Transport
0.07,2016-02-15,Communication
-0.02,2016-02-15,RecreationCulture
0.12,2016-02-15,Education
0.22,2016-02-15,RestaurantsHotels
0.11,2016-02-15,Misc
-0.29,2016-01-15,Food
0.06,2016-01-15,AlcoholTobacco
0.03,2016-01-15,ClothingFootwear
0.05,2016-01-15,HousingHouseService
0.0,2016-01-15,FurnitureHousehold
0.06,2016-01-15,Health
-0.11,2016-01-15,Transport
0.07,2016-01-15,Communication
-0.01,2016-01-15,RecreationCulture
0.12,2016-01-15,Education
0.19,2016-01-15,RestaurantsHotels
0.13,2016-01-15,Misc
-0.27,2016-07-15,Food
0.08,2016-07-15,AlcoholTobacco
-0.05,2016-07-15,ClothingFootwear
-0.01,2016-07-15,HousingHouseService
-0.04,2016-07-15,FurnitureHousehold
0.05,2016-07-15,Health
0.06,2016-07-15,Transport
0.11,2016-07-15,Communication
0.09,2016-07-15,RecreationCulture
0.12,2016-07-15,Education
0.33,2016-07-15,RestaurantsHotels
0.09,2016-07-15,Misc
-0.31,2016-06-15,Food
0.02,2016-06-15,AlcoholTobacco
-0.04,2016-06-15,ClothingFootwear
0.02,2016-06-15,HousingHouseService
-0.03,2016-06-15,FurnitureHousehold
0.08,2016-06-15,Health
-0.02,2016-06-15,Transport
0.11,2016-06-15,Communication
0.12,2016-06-15,RecreationCulture
0.12,2016-06-15,Education
0.29,2016-06-15,RestaurantsHotels
0.1,2016-06-15,Misc
-0.29,2016-03-15,Food
0.04,2016-03-15,AlcoholTobacco
0.1,2016-03-15,ClothingFootwear
0.06,2016-03-15,HousingHouseService
0.04,2016-03-15,FurnitureHousehold
0.05,2016-03-15,Health
-0.02,2016-03-15,Transport
0.04,2016-03-15,Communication
-0.03,2016-03-15,RecreationCulture
0.12,2016-03-15,Education
0.26,2016-03-15,RestaurantsHotels
0.09,2016-03-15,Misc
-0.3,2016-05-15,Food
0.04,2016-05-15,AlcoholTobacco
-0.03,2016-05-15,ClothingFootwear
0.0,2016-05-15,HousingHouseService
0.01,2016-05-15,FurnitureHousehold
0.06,2016-05-15,Health
-0.15,2016-05-15,Transport
0.09,2016-05-15,Communication
0.02,2016-05-15,RecreationCulture
0.12,2016-05-15,Education
0.32,2016-05-15,RestaurantsHotels
0.12,2016-05-15,Misc
-0.21,2016-11-15,Food
0.07,2016-11-15,AlcoholTobacco
0.07,2016-11-15,ClothingFootwear
0.03,2016-11-15,HousingHouseService
0.05,2016-11-15,FurnitureHousehold
0.06,2016-11-15,Health
0.38,2016-11-15,Transport
0.08,2016-11-15,Communication
0.1,2016-11-15,RecreationCulture
0.11,2016-11-15,Education
0.32,2016-11-15,RestaurantsHotels
0.1,2016-11-15,Misc
-0.24,2016-10-15,Food
0.09,2016-10-15,AlcoholTobacco
-0.04,2016-10-15,ClothingFootwear
0.04,2016-10-15,HousingHouseService
0.01,2016-10-15,FurnitureHousehold
0.06,2016-10-15,Health
0.35,2016-10-15,Transport
0.1,2016-10-15,Communication
0.03,2016-10-15,RecreationCulture
0.11,2016-10-15,Education
0.32,2016-10-15,RestaurantsHotels
0.11,2016-10-15,Misc
-0.24,2016-09-15,Food
0.07,2016-09-15,AlcoholTobacco
0.08,2016-09-15,ClothingFootwear
0.03,2016-09-15,HousingHouseService
-0.08,2016-09-15,FurnitureHousehold
0.07,2016-09-15,Health
0.19,2016-09-15,Transport
0.11,2016-09-15,Communication
0.11,2016-09-15,RecreationCulture
0.15,2016-09-15,Education
0.36,2016-09-15,RestaurantsHotels
0.12,2016-09-15,Misc
0.16,2017-04-15,Food
0.19,2017-04-15,AlcoholTobacco
0.17,2017-04-15,ClothingFootwear
0.19,2017-04-15,HousingHouseService
0.1,2017-04-15,FurnitureHousehold
0.06,2017-04-15,Health
1.0,2017-04-15,Transport
0.05,2017-04-15,Communication
0.14,2017-04-15,RecreationCulture
0.11,2017-04-15,Education
0.39,2017-04-15,RestaurantsHotels
0.16,2017-04-15,Misc
0.22,2017-08-15,Food
0.19,2017-08-15,AlcoholTobacco
0.32,2017-08-15,ClothingFootwear
0.26,2017-08-15,HousingHouseService
0.25,2017-08-15,FurnitureHousehold
0.07,2017-08-15,Health
0.51,2017-08-15,Transport
0.05,2017-08-15,Communication
0.27,2017-08-15,RecreationCulture
0.11,2017-08-15,Education
0.44,2017-08-15,RestaurantsHotels
0.18,2017-08-15,Misc
0.4,2017-12-15,Food
0.23,2017-12-15,AlcoholTobacco
0.23,2017-12-15,ClothingFootwear
0.27,2017-12-15,HousingHouseService
0.2,2017-12-15,FurnitureHousehold
0.08,2017-12-15,Health
0.61,2017-12-15,Transport
0.03,2017-12-15,Communication
0.4,2017-12-15,RecreationCulture
0.06,2017-12-15,Education
0.39,2017-12-15,RestaurantsHotels
0.07,2017-12-15,Misc
0.02,2017-02-15,Food
0.12,2017-02-15,AlcoholTobacco
-0.01,2017-02-15,ClothingFootwear
0.09,2017-02-15,HousingHouseService
0.07,2017-02-15,FurnitureHousehold
0.06,2017-02-15,Health
1.06,2017-02-15,Transport
0.07,2017-02-15,Communication
0.23,2017-02-15,RecreationCulture
0.11,2017-02-15,Education
0.4,2017-02-15,RestaurantsHotels
0.11,2017-02-15,Misc
-0.05,2017-01-15,Food
0.1,2017-01-15,AlcoholTobacco
-0.01,2017-01-15,ClothingFootwear
0.07,2017-01-15,HousingHouseService
0.02,2017-01-15,FurnitureHousehold
0.05,2017-01-15,Health
0.87,2017-01-15,Transport
0.07,2017-01-15,Communication
0.14,2017-01-15,RecreationCulture
0.11,2017-01-15,Education
0.37,2017-01-15,RestaurantsHotels
0.08,2017-01-15,Misc
0.26,2017-07-15,Food
0.21,2017-07-15,AlcoholTobacco
0.21,2017-07-15,ClothingFootwear
0.26,2017-07-15,HousingHouseService
0.22,2017-07-15,FurnitureHousehold
0.07,2017-07-15,Health
0.49,2017-07-15,Transport
0.02,2017-07-15,Communication
0.21,2017-07-15,RecreationCulture
0.11,2017-07-15,Education
0.39,2017-07-15,RestaurantsHotels
0.18,2017-07-15,Misc
0.23,2017-06-15,Food
0.21,2017-06-15,AlcoholTobacco
0.19,2017-06-15,ClothingFootwear
0.23,2017-06-15,HousingHouseService
0.19,2017-06-15,FurnitureHousehold
0.06,2017-06-15,Health
0.58,2017-06-15,Transport
0.04,2017-06-15,Communication
0.23,2017-06-15,RecreationCulture
0.11,2017-06-15,Education
0.41,2017-06-15,RestaurantsHotels
0.17,2017-06-15,Misc
0.12,2017-03-15,Food
0.2,2017-03-15,AlcoholTobacco
0.07,2017-03-15,ClothingFootwear
0.13,2017-03-15,HousingHouseService
0.07,2017-03-15,FurnitureHousehold
0.06,2017-03-15,Health
0.72,2017-03-15,Transport
0.08,2017-03-15,Communication
0.23,2017-03-15,RecreationCulture
0.11,2017-03-15,Education
0.36,2017-03-15,RestaurantsHotels
0.17,2017-03-15,Misc
0.22,2017-05-15,Food
0.21,2017-05-15,AlcoholTobacco
0.22,2017-05-15,ClothingFootwear
0.25,2017-05-15,HousingHouseService
0.14,2017-05-15,FurnitureHousehold
0.06,2017-05-15,Health
0.73,2017-05-15,Transport
0.04,2017-05-15,Communication
0.34,2017-05-15,RecreationCulture
0.11,2017-05-15,Education
0.39,2017-05-15,RestaurantsHotels
0.16,2017-05-15,Misc
0.41,2017-11-15,Food
0.19,2017-11-15,AlcoholTobacco
0.23,2017-11-15,ClothingFootwear
0.28,2017-11-15,HousingHouseService
0.17,2017-11-15,FurnitureHousehold
0.09,2017-11-15,Health
0.7,2017-11-15,Transport
0.04,2017-11-15,Communication
0.46,2017-11-15,RecreationCulture
0.06,2017-11-15,Education
0.41,2017-11-15,RestaurantsHotels
0.05,2017-11-15,Misc
0.4,2017-10-15,Food
0.18,2017-10-15,AlcoholTobacco
0.24,2017-10-15,ClothingFootwear
0.27,2017-10-15,HousingHouseService
0.18,2017-10-15,FurnitureHousehold
0.09,2017-10-15,Health
0.63,2017-10-15,Transport
0.04,2017-10-15,Communication
0.42,2017-10-15,RecreationCulture
0.06,2017-10-15,Education
0.4,2017-10-15,RestaurantsHotels
0.09,2017-10-15,Misc
0.31,2017-09-15,Food
0.18,2017-09-15,AlcoholTobacco
0.25,2017-09-15,ClothingFootwear
0.25,2017-09-15,HousingHouseService
0.24,2017-09-15,FurnitureHousehold
0.06,2017-09-15,Health
0.66,2017-09-15,Transport
0.05,2017-09-15,Communication
0.37,2017-09-15,RecreationCulture
0.07,2017-09-15,Education
0.39,2017-09-15,RestaurantsHotels
0.14,2017-09-15,Misc
0.27,2018-04-15,Food
0.17,2018-04-15,AlcoholTobacco
0.13,2018-04-15,ClothingFootwear
0.25,2018-04-15,HousingHouseService
0.16,2018-04-15,FurnitureHousehold
0.07,2018-04-15,Health
0.39,2018-04-15,Transport
0.03,2018-04-15,Communication
0.51,2018-04-15,RecreationCulture
0.06,2018-04-15,Education
0.34,2018-04-15,RestaurantsHotels
0.0,2018-04-15,Misc
0.25,2018-08-15,Food
0.17,2018-08-15,AlcoholTobacco
0.03,2018-08-15,ClothingFootwear
0.29,2018-08-15,HousingHouseService
0.04,2018-08-15,FurnitureHousehold
0.06,2018-08-15,Health
0.97,2018-08-15,Transport
0.01,2018-08-15,Communication
0.53,2018-08-15,RecreationCulture
0.06,2018-08-15,Education
0.31,2018-08-15,RestaurantsHotels
-0.07,2018-08-15,Misc
0.08,2018-12-15,Food
0.17,2018-12-15,AlcoholTobacco
-0.06,2018-12-15,ClothingFootwear
0.37,2018-12-15,HousingHouseService
0.02,2018-12-15,FurnitureHousehold
0.06,2018-12-15,Health
0.53,2018-12-15,Transport
0.07,2018-12-15,Communication
0.42,2018-12-15,RecreationCulture
0.07,2018-12-15,Education
0.37,2018-12-15,RestaurantsHotels
0.01,2018-12-15,Misc
0.31,2018-02-15,Food
0.24,2018-02-15,AlcoholTobacco
0.29,2018-02-15,ClothingFootwear
0.26,2018-02-15,HousingHouseService
0.21,2018-02-15,FurnitureHousehold
0.07,2018-02-15,Health
0.45,2018-02-15,Transport
-0.01,2018-02-15,Communication
0.44,2018-02-15,RecreationCulture
0.06,2018-02-15,Education
0.31,2018-02-15,RestaurantsHotels
0.08,2018-02-15,Misc
0.38,2018-01-15,Food
0.24,2018-01-15,AlcoholTobacco
0.26,2018-01-15,ClothingFootwear
0.26,2018-01-15,HousingHouseService
0.19,2018-01-15,FurnitureHousehold
0.08,2018-01-15,Health
0.56,2018-01-15,Transport
0.03,2018-01-15,Communication
0.48,2018-01-15,RecreationCulture
0.06,2018-01-15,Education
0.39,2018-01-15,RestaurantsHotels
0.07,2018-01-15,Misc
0.23,2018-07-15,Food
0.15,2018-07-15,AlcoholTobacco
-0.01,2018-07-15,ClothingFootwear
0.29,2018-07-15,HousingHouseService
0.08,2018-07-15,FurnitureHousehold
0.06,2018-07-15,Health
0.91,2018-07-15,Transport
0.04,2018-07-15,Communication
0.46,2018-07-15,RecreationCulture
0.06,2018-07-15,Education
0.3,2018-07-15,RestaurantsHotels
-0.1,2018-07-15,Misc
0.21,2018-06-15,Food
0.17,2018-06-15,AlcoholTobacco
0.04,2018-06-15,ClothingFootwear
0.27,2018-06-15,HousingHouseService
0.12,2018-06-15,FurnitureHousehold
0.06,2018-06-15,Health
0.86,2018-06-15,Transport
0.02,2018-06-15,Communication
0.36,2018-06-15,RecreationCulture
0.06,2018-06-15,Education
0.32,2018-06-15,RestaurantsHotels
-0.02,2018-06-15,Misc
0.31,2018-03-15,Food
0.15,2018-03-15,AlcoholTobacco
0.19,2018-03-15,ClothingFootwear
0.25,2018-03-15,HousingHouseService
0.16,2018-03-15,FurnitureHousehold
0.07,2018-03-15,Health
0.48,2018-03-15,Transport
-0.01,2018-03-15,Communication
0.48,2018-03-15,RecreationCulture
0.06,2018-03-15,Education
0.32,2018-03-15,RestaurantsHotels
-0.01,2018-03-15,Misc
0.23,2018-05-15,Food
0.17,2018-05-15,AlcoholTobacco
0.11,2018-05-15,ClothingFootwear
0.19,2018-05-15,HousingHouseService
0.13,2018-05-15,FurnitureHousehold
0.06,2018-05-15,Health
0.75,2018-05-15,Transport
0.02,2018-05-15,Communication
0.39,2018-05-15,RecreationCulture
0.06,2018-05-15,Education
0.32,2018-05-15,RestaurantsHotels
0.0,2018-05-15,Misc
0.05,2018-11-15,Food
0.24,2018-11-15,AlcoholTobacco
-0.06,2018-11-15,ClothingFootwear
0.38,2018-11-15,HousingHouseService
0.04,2018-11-15,FurnitureHousehold
0.06,2018-11-15,Health
0.76,2018-11-15,Transport
0.04,2018-11-15,Communication
0.38,2018-11-15,RecreationCulture
0.07,2018-11-15,Education
0.32,2018-11-15,RestaurantsHotels
0.03,2018-11-15,Misc
0.09,2018-10-15,Food
0.16,2018-10-15,AlcoholTobacco
-0.07,2018-10-15,ClothingFootwear
0.39,2018-10-15,HousingHouseService
0.04,2018-10-15,FurnitureHousehold
0.06,2018-10-15,Health
0.84,2018-10-15,Transport
0.05,2018-10-15,Communication
0.48,2018-10-15,RecreationCulture
0.07,2018-10-15,Education
0.29,2018-10-15,RestaurantsHotels
0.0,2018-10-15,Misc
0.16,2018-09-15,Food
0.17,2018-09-15,AlcoholTobacco
-0.03,2018-09-15,ClothingFootwear
0.35,2018-09-15,HousingHouseService
0.03,2018-09-15,FurnitureHousehold
0.07,2018-09-15,Health
0.88,2018-09-15,Transport
0.02,2018-09-15,Communication
0.45,2018-09-15,RecreationCulture
0.06,2018-09-15,Education
0.3,2018-09-15,RestaurantsHotels
-0.03,2018-09-15,Misc
0.07,2019-04-15,Food
0.16,2019-04-15,AlcoholTobacco
-0.13,2019-04-15,ClothingFootwear
0.44,2019-04-15,HousingHouseService
0.01,2019-04-15,FurnitureHousehold
0.06,2019-04-15,Health
0.72,2019-04-15,Transport
0.11,2019-04-15,Communication
0.23,2019-04-15,RecreationCulture
0.07,2019-04-15,Education
0.29,2019-04-15,RestaurantsHotels
0.09,2019-04-15,Misc
0.18,2019-08-15,Food
0.13,2019-08-15,AlcoholTobacco
-0.05,2019-08-15,ClothingFootwear
0.31,2019-08-15,HousingHouseService
0.05,2019-08-15,FurnitureHousehold
0.07,2019-08-15,Health
0.22,2019-08-15,Transport
0.09,2019-08-15,Communication
0.18,2019-08-15,RecreationCulture
0.07,2019-08-15,Education
0.33,2019-08-15,RestaurantsHotels
0.17,2019-08-15,Misc
0.17,2019-12-15,Food
0.06,2019-12-15,AlcoholTobacco
-0.06,2019-12-15,ClothingFootwear
0.05,2019-12-15,HousingHouseService
0.1,2019-12-15,FurnitureHousehold
0.08,2019-12-15,Health
0.11,2019-12-15,Transport
0.1,2019-12-15,Communication
0.23,2019-12-15,RecreationCulture
0.06,2019-12-15,Education
0.2,2019-12-15,RestaurantsHotels
0.2,2019-12-15,Misc
0.12,2019-02-15,Food
0.21,2019-02-15,AlcoholTobacco
-0.14,2019-02-15,ClothingFootwear
0.16,2019-02-15,HousingHouseService
0.02,2019-02-15,FurnitureHousehold
0.06,2019-02-15,Health
0.48,2019-02-15,Transport
0.09,2019-02-15,Communication
0.47,2019-02-15,RecreationCulture
0.07,2019-02-15,Education
0.32,2019-02-15,RestaurantsHotels
0.02,2019-02-15,Misc
0.09,2019-01-15,Food
0.17,2019-01-15,AlcoholTobacco
-0.09,2019-01-15,ClothingFootwear
0.15,2019-01-15,HousingHouseService
0.05,2019-01-15,FurnitureHousehold
0.06,2019-01-15,Health
0.5,2019-01-15,Transport
0.07,2019-01-15,Communication
0.43,2019-01-15,RecreationCulture
0.07,2019-01-15,Education
0.31,2019-01-15,RestaurantsHotels
0.02,2019-01-15,Misc
0.14,2019-07-15,Food
0.15,2019-07-15,AlcoholTobacco
0.03,2019-07-15,ClothingFootwear
0.32,2019-07-15,HousingHouseService
0.06,2019-07-15,FurnitureHousehold
0.07,2019-07-15,Health
0.23,2019-07-15,Transport
0.09,2019-07-15,Communication
0.37,2019-07-15,RecreationCulture
0.07,2019-07-15,Education
0.37,2019-07-15,RestaurantsHotels
0.16,2019-07-15,Misc
0.16,2019-06-15,Food
0.15,2019-06-15,AlcoholTobacco
-0.03,2019-06-15,ClothingFootwear
0.38,2019-06-15,HousingHouseService
0.06,2019-06-15,FurnitureHousehold
0.07,2019-06-15,Health
0.37,2019-06-15,Transport
0.1,2019-06-15,Communication
0.27,2019-06-15,RecreationCulture
0.07,2019-06-15,Education
0.3,2019-06-15,RestaurantsHotels
0.1,2019-06-15,Misc
0.08,2019-03-15,Food
0.21,2019-03-15,AlcoholTobacco
-0.11,2019-03-15,ClothingFootwear
0.16,2019-03-15,HousingHouseService
0.04,2019-03-15,FurnitureHousehold
0.07,2019-03-15,Health
0.52,2019-03-15,Transport
0.09,2019-03-15,Communication
0.41,2019-03-15,RecreationCulture
0.07,2019-03-15,Education
0.33,2019-03-15,RestaurantsHotels
0.05,2019-03-15,Misc
0.1,2019-05-15,Food
0.13,2019-05-15,AlcoholTobacco
-0.11,2019-05-15,ClothingFootwear
0.45,2019-05-15,HousingHouseService
0.04,2019-05-15,FurnitureHousehold
0.07,2019-05-15,Health
0.43,2019-05-15,Transport
0.12,2019-05-15,Communication
0.28,2019-05-15,RecreationCulture
0.07,2019-05-15,Education
0.34,2019-05-15,RestaurantsHotels
0.11,2019-05-15,Misc
0.21,2019-11-15,Food
0.08,2019-11-15,AlcoholTobacco
0.0,2019-11-15,ClothingFootwear
0.04,2019-11-15,HousingHouseService
0.07,2019-11-15,FurnitureHousehold
0.08,2019-11-15,Health
0.14,2019-11-15,Transport
0.08,2019-11-15,Communication
0.24,2019-11-15,RecreationCulture
0.06,2019-11-15,Education
0.29,2019-11-15,RestaurantsHotels
0.18,2019-11-15,Misc
0.13,2019-10-15,Food
0.14,2019-10-15,AlcoholTobacco
0.03,2019-10-15,ClothingFootwear
0.03,2019-10-15,HousingHouseService
0.06,2019-10-15,FurnitureHousehold
0.07,2019-10-15,Health
0.12,2019-10-15,Transport
0.08,2019-10-15,Communication
0.18,2019-10-15,RecreationCulture
0.06,2019-10-15,Education
0.38,2019-10-15,RestaurantsHotels
0.18,2019-10-15,Misc
0.18,2019-09-15,Food
0.12,2019-09-15,AlcoholTobacco
-0.07,2019-09-15,ClothingFootwear
0.26,2019-09-15,HousingHouseService
0.12,2019-09-15,FurnitureHousehold
0.07,2019-09-15,Health
0.1,2019-09-15,Transport
0.1,2019-09-15,Communication
0.22,2019-09-15,RecreationCulture
0.07,2019-09-15,Education
0.39,2019-09-15,RestaurantsHotels
0.16,2019-09-15,Misc
0.13,2020-04-15,Food
0.1,2020-04-15,AlcoholTobacco
-0.18,2020-04-15,ClothingFootwear
-0.15,2020-04-15,HousingHouseService
-0.01,2020-04-15,FurnitureHousehold
0.06,2020-04-15,Health
-0.16,2020-04-15,Transport
0.1,2020-04-15,Communication
0.4,2020-04-15,RecreationCulture
0.06,2020-04-15,Education
0.29,2020-04-15,RestaurantsHotels
0.12,2020-04-15,Misc
0.04,2020-08-15,Food
0.08,2020-08-15,AlcoholTobacco
-0.07,2020-08-15,ClothingFootwear
-0.11,2020-08-15,HousingHouseService
0.04,2020-08-15,FurnitureHousehold
0.07,2020-08-15,Health
-0.16,2020-08-15,Transport
0.09,2020-08-15,Communication
0.45,2020-08-15,RecreationCulture
0.06,2020-08-15,Education
-0.34,2020-08-15,RestaurantsHotels
0.09,2020-08-15,Misc
-0.14,2020-12-15,Food
0.14,2020-12-15,AlcoholTobacco
-0.12,2020-12-15,ClothingFootwear
-0.17,2020-12-15,HousingHouseService
-0.04,2020-12-15,FurnitureHousehold
0.03,2020-12-15,Health
0.28,2020-12-15,Transport
0.06,2020-12-15,Communication
0.44,2020-12-15,RecreationCulture
0.06,2020-12-15,Education
0.01,2020-12-15,RestaurantsHotels
0.05,2020-12-15,Misc
0.12,2020-02-15,Food
0.03,2020-02-15,AlcoholTobacco
0.02,2020-02-15,ClothingFootwear
0.24,2020-02-15,HousingHouseService
0.02,2020-02-15,FurnitureHousehold
0.08,2020-02-15,Health
0.28,2020-02-15,Transport
0.11,2020-02-15,Communication
0.23,2020-02-15,RecreationCulture
0.06,2020-02-15,Education
0.3,2020-02-15,RestaurantsHotels
0.23,2020-02-15,Misc
0.14,2020-01-15,Food
0.06,2020-01-15,AlcoholTobacco
0.03,2020-01-15,ClothingFootwear
0.26,2020-01-15,HousingHouseService
0.03,2020-01-15,FurnitureHousehold
0.08,2020-01-15,Health
0.28,2020-01-15,Transport
0.1,2020-01-15,Communication
0.24,2020-01-15,RecreationCulture
0.06,2020-01-15,Education
0.26,2020-01-15,RestaurantsHotels
0.23,2020-01-15,Misc
0.08,2020-07-15,Food
0.1,2020-07-15,AlcoholTobacco
0.02,2020-07-15,ClothingFootwear
-0.11,2020-07-15,HousingHouseService
0.06,2020-07-15,FurnitureHousehold
0.09,2020-07-15,Health
-0.12,2020-07-15,Transport
0.1,2020-07-15,Communication
