country,year,country,year,country
Estonia,1982,Estonia,1982,Estonia
Ethiopia,1982,Ethiopia,1982,Ethiopia
Fiji,1982,Fiji,1982,Fiji
Finland,1982,Finland,1982,Finland
France,1982,France,1982,France
Gabon,1982,Gabon,1982,Gabon
Gambia,1982,Gambia,1982,Gambia
Georgia,1982,Georgia,1982,Georgia
Germany,1982,Germany,1982,Germany
Ghana,1982,Ghana,1982,Ghana
Greece,1982,Greece,1982,Greece
Grenada,1982,Grenada,1982,Grenada
Guatemala,1982,Guatemala,1982,Guatemala
Guinea,1982,Guinea,1982,Guinea
Guinea-Bissau,1982,Guinea-Bissau,1982,Guinea-Bissau
Guyana,1982,Guyana,1982,Guyana
Haiti,1982,Haiti,1982,Haiti
Honduras,1982,Honduras,1982,Honduras
Hungary,1982,Hungary,1982,Hungary
Iceland,1982,Iceland,1982,Iceland
India,1982,India,1982,India
Indonesia,1982,Indonesia,1982,Indonesia
Iran,1982,Iran,1982,Iran
Iraq,1982,Iraq,1982,Iraq
Ireland,1982,Ireland,1982,Ireland
Israel,1982,Israel,1982,Israel
Italy,1982,Italy,1982,Italy
Jamaica,1982,Jamaica,1982,Jamaica
Japan,1982,Japan,1982,Japan
Jordan,1982,Jordan,1982,Jordan
Kazakhstan,1982,Kazakhstan,1982,Kazakhstan
Kenya,1982,Kenya,1982,Kenya
Kiribati,1982,Kiribati,1982,Kiribati
Kuwait,1982,Kuwait,1982,Kuwait
Kyrgyz Republic,1982,Kyrgyz Republic,1982,Kyrgyz Republic
Lao,1982,Lao,1982,Lao
Latvia,1982,Latvia,1982,Latvia
Lebanon,1982,Lebanon,1982,Lebanon
Lesotho,1982,Lesotho,1982,Lesotho
Liberia,1982,Liberia,1982,Liberia
Libya,1982,Libya,1982,Libya
Lithuania,1982,Lithuania,1982,Lithuania
Luxembourg,1982,Luxembourg,1982,Luxembourg
"Macedonia, FYR",1982,"Macedonia, FYR",1982,"Macedonia, FYR"
Madagascar,1982,Madagascar,1982,Madagascar
Malawi,1982,Malawi,1982,Malawi
Malaysia,1982,Malaysia,1982,Malaysia
Maldives,1982,Maldives,1982,Maldives
Mali,1982,Mali,1982,Mali
Malta,1982,Malta,1982,Malta
Marshall Islands,1982,Marshall Islands,1982,Marshall Islands
Mauritania,1982,Mauritania,1982,Mauritania
Mauritius,1982,Mauritius,1982,Mauritius
Mexico,1982,Mexico,1982,Mexico
"Micronesia, Fed. Sts.",1982,"Micronesia, Fed. Sts.",1982,"Micronesia, Fed. Sts."
Moldova,1982,Moldova,1982,Moldova
Mongolia,1982,Mongolia,1982,Mongolia
Montenegro,1982,Montenegro,1982,Montenegro
Morocco,1982,Morocco,1982,Morocco
Mozambique,1982,Mozambique,1982,Mozambique
Myanmar,1982,Myanmar,1982,Myanmar
Namibia,1982,Namibia,1982,Namibia
Nepal,1982,Nepal,1982,Nepal
Netherlands,1982,Netherlands,1982,Netherlands
New Zealand,1982,New Zealand,1982,New Zealand
Nicaragua,1982,Nicaragua,1982,Nicaragua
Niger,1982,Niger,1982,Niger
Nigeria,1982,Nigeria,1982,Nigeria
North Korea,1982,North Korea,1982,North Korea
Norway,1982,Norway,1982,Norway
Oman,1982,Oman,1982,Oman
Pakistan,1982,Pakistan,1982,Pakistan
Palestine,1982,Palestine,1982,Palestine
Panama,1982,Panama,1982,Panama
Papua New Guinea,1982,Papua New Guinea,1982,Papua New Guinea
Paraguay,1982,Paraguay,1982,Paraguay
Peru,1982,Peru,1982,Peru
Philippines,1982,Philippines,1982,Philippines
Poland,1982,Poland,1982,Poland
Portugal,1982,Portugal,1982,Portugal
Qatar,1982,Qatar,1982,Qatar
Romania,1982,Romania,1982,Romania
Russia,1982,Russia,1982,Russia
Rwanda,1982,Rwanda,1982,Rwanda
Samoa,1982,Samoa,1982,Samoa
Sao Tome and Principe,1982,Sao Tome and Principe,1982,Sao Tome and Principe
Saudi Arabia,1982,Saudi Arabia,1982,Saudi Arabia
Senegal,1982,Senegal,1982,Senegal
Serbia,1982,Serbia,1982,Serbia
Seychelles,1982,Seychelles,1982,Seychelles
Sierra Leone,1982,Sierra Leone,1982,Sierra Leone
Singapore,1982,Singapore,1982,Singapore
Slovak Republic,1982,Slovak Republic,1982,Slovak Republic
Slovenia,1982,Slovenia,1982,Slovenia
Solomon Islands,1982,Solomon Islands,1982,Solomon Islands
Somalia,1982,Somalia,1982,Somalia
South Africa,1982,South Africa,1982,South Africa
South Korea,1982,South Korea,1982,South Korea
South Sudan,1982,South Sudan,1982,South Sudan
Spain,1982,Spain,1982,Spain
Sri Lanka,1982,Sri Lanka,1982,Sri Lanka
St. Lucia,1982,St. Lucia,1982,St. Lucia
St. Vincent and the Grenadines,1982,St. Vincent and the Grenadines,1982,St. Vincent and the Grenadines
Sudan,1982,Sudan,1982,Sudan
Suriname,1982,Suriname,1982,Suriname
Swaziland,1982,Swaziland,1982,Swaziland
Sweden,1982,Sweden,1982,Sweden
Switzerland,1982,Switzerland,1982,Switzerland
Syria,1982,Syria,1982,Syria
Tajikistan,1982,Tajikistan,1982,Tajikistan
Tanzania,1982,Tanzania,1982,Tanzania
Thailand,1982,Thailand,1982,Thailand
Timor-Leste,1982,Timor-Leste,1982,Timor-Leste
Togo,1982,Togo,1982,Togo
Tonga,1982,Tonga,1982,Tonga
Trinidad and Tobago,1982,Trinidad and Tobago,1982,Trinidad and Tobago
Tunisia,1982,Tunisia,1982,Tunisia
Turkey,1982,Turkey,1982,Turkey
Turkmenistan,1982,Turkmenistan,1982,Turkmenistan
Uganda,1982,Uganda,1982,Uganda
Ukraine,1982,Ukraine,1982,Ukraine
United Arab Emirates,1982,United Arab Emirates,1982,United Arab Emirates
United Kingdom,1982,United Kingdom,1982,United Kingdom
United States,1982,United States,1982,United States
Uruguay,1982,Uruguay,1982,Uruguay
Uzbekistan,1982,Uzbekistan,1982,Uzbekistan
Vanuatu,1982,Vanuatu,1982,Vanuatu
Venezuela,1982,Venezuela,1982,Venezuela
Vietnam,1982,Vietnam,1982,Vietnam
Yemen,1982,Yemen,1982,Yemen
Zambia,1982,Zambia,1982,Zambia
Zimbabwe,1982,Zimbabwe,1982,Zimbabwe
Afghanistan,1987,Afghanistan,1987,Afghanistan
Albania,1987,Albania,1987,Albania
Algeria,1987,Algeria,1987,Algeria
Andorra,1987,Andorra,1987,Andorra
Angola,1987,Angola,1987,Angola
Antigua and Barbuda,1987,Antigua and Barbuda,1987,Antigua and Barbuda
Argentina,1987,Argentina,1987,Argentina
Armenia,1987,Armenia,1987,Armenia
Australia,1987,Australia,1987,Australia
Austria,1987,Austria,1987,Austria
Azerbaijan,1987,Azerbaijan,1987,Azerbaijan
Bahamas,1987,Bahamas,1987,Bahamas
Bahrain,1987,Bahrain,1987,Bahrain
Bangladesh,1987,Bangladesh,1987,Bangladesh
Barbados,1987,Barbados,1987,Barbados
Belarus,1987,Belarus,1987,Belarus
Belgium,1987,Belgium,1987,Belgium
Belize,1987,Belize,1987,Belize
Benin,1987,Benin,1987,Benin
Bhutan,1987,Bhutan,1987,Bhutan
Bolivia,1987,Bolivia,1987,Bolivia
Bosnia and Herzegovina,1987,Bosnia and Herzegovina,1987,Bosnia and Herzegovina
Botswana,1987,Botswana,1987,Botswana
Brazil,1987,Brazil,1987,Brazil
Brunei,1987,Brunei,1987,Brunei
Bulgaria,1987,Bulgaria,1987,Bulgaria
Burkina Faso,1987,Burkina Faso,1987,Burkina Faso
Burundi,1987,Burundi,1987,Burundi
Cambodia,1987,Cambodia,1987,Cambodia
Cameroon,1987,Cameroon,1987,Cameroon
Canada,1987,Canada,1987,Canada
Cape Verde,1987,Cape Verde,1987,Cape Verde
Central African Republic,1987,Central African Republic,1987,Central African Republic
Chad,1987,Chad,1987,Chad
Chile,1987,Chile,1987,Chile
China,1987,China,1987,China
Colombia,1987,Colombia,1987,Colombia
Comoros,1987,Comoros,1987,Comoros
"Congo, Dem. Rep.",1987,"Congo, Dem. Rep.",1987,"Congo, Dem. Rep."
"Congo, Rep.",1987,"Congo, Rep.",1987,"Congo, Rep."
Costa Rica,1987,Costa Rica,1987,Costa Rica
Cote d'Ivoire,1987,Cote d'Ivoire,1987,Cote d'Ivoire
Croatia,1987,Croatia,1987,Croatia
Cuba,1987,Cuba,1987,Cuba
Cyprus,1987,Cyprus,1987,Cyprus
Czech Republic,1987,Czech Republic,1987,Czech Republic
Denmark,1987,Denmark,1987,Denmark
Djibouti,1987,Djibouti,1987,Djibouti
Dominica,1987,Dominica,1987,Dominica
Dominican Republic,1987,Dominican Republic,1987,Dominican Republic
Ecuador,1987,Ecuador,1987,Ecuador
Egypt,1987,Egypt,1987,Egypt
El Salvador,1987,El Salvador,1987,El Salvador
Equatorial Guinea,1987,Equatorial Guinea,1987,Equatorial Guinea
Eritrea,1987,Eritrea,1987,Eritrea
Estonia,1987,Estonia,1987,Estonia
Ethiopia,1987,Ethiopia,1987,Ethiopia
Fiji,1987,Fiji,1987,Fiji
Finland,1987,Finland,1987,Finland
France,1987,France,1987,France
Gabon,1987,Gabon,1987,Gabon
Gambia,1987,Gambia,1987,Gambia
Georgia,1987,Georgia,1987,Georgia
Germany,1987,Germany,1987,Germany
Ghana,1987,Ghana,1987,Ghana
Greece,1987,Greece,1987,Greece
Grenada,1987,Grenada,1987,Grenada
Guatemala,1987,Guatemala,1987,Guatemala
Guinea,1987,Guinea,1987,Guinea
Guinea-Bissau,1987,Guinea-Bissau,1987,Guinea-Bissau
Guyana,1987,Guyana,1987,Guyana
Haiti,1987,Haiti,1987,Haiti
Honduras,1987,Honduras,1987,Honduras
Hungary,1987,Hungary,1987,Hungary
Iceland,1987,Iceland,1987,Iceland
India,1987,India,1987,India
Indonesia,1987,Indonesia,1987,Indonesia
Iran,1987,Iran,1987,Iran
Iraq,1987,Iraq,1987,Iraq
Ireland,1987,Ireland,1987,Ireland
Israel,1987,Israel,1987,Israel
Italy,1987,Italy,1987,Italy
Jamaica,1987,Jamaica,1987,Jamaica
Japan,1987,Japan,1987,Japan
Jordan,1987,Jordan,1987,Jordan
Kazakhstan,1987,Kazakhstan,1987,Kazakhstan
Kenya,1987,Kenya,1987,Kenya
Kiribati,1987,Kiribati,1987,Kiribati
Kuwait,1987,Kuwait,1987,Kuwait
Kyrgyz Republic,1987,Kyrgyz Republic,1987,Kyrgyz Republic
Lao,1987,Lao,1987,Lao
Latvia,1987,Latvia,1987,Latvia
Lebanon,1987,Lebanon,1987,Lebanon
Lesotho,1987,Lesotho,1987,Lesotho
Liberia,1987,Liberia,1987,Liberia
Libya,1987,Libya,1987,Libya
Lithuania,1987,Lithuania,1987,Lithuania
Luxembourg,1987,Luxembourg,1987,Luxembourg
"Macedonia, FYR",1987,"Macedonia, FYR",1987,"Macedonia, FYR"
Madagascar,1987,Madagascar,1987,Madagascar
Malawi,1987,Malawi,1987,Malawi
Malaysia,1987,Malaysia,1987,Malaysia
Maldives,1987,Maldives,1987,Maldives
Mali,1987,Mali,1987,Mali
Malta,1987,Malta,1987,Malta
Marshall Islands,1987,Marshall Islands,1987,Marshall Islands
Mauritania,1987,Mauritania,1987,Mauritania
Mauritius,1987,Mauritius,1987,Mauritius
Mexico,1987,Mexico,1987,Mexico
"Micronesia, Fed. Sts.",1987,"Micronesia, Fed. Sts.",1987,"Micronesia, Fed. Sts."
Moldova,1987,Moldova,1987,Moldova
Mongolia,1987,Mongolia,1987,Mongolia
Montenegro,1987,Montenegro,1987,Montenegro
Morocco,1987,Morocco,1987,Morocco
Mozambique,1987,Mozambique,1987,Mozambique
Myanmar,1987,Myanmar,1987,Myanmar
Namibia,1987,Namibia,1987,Namibia
Nepal,1987,Nepal,1987,Nepal
Netherlands,1987,Netherlands,1987,Netherlands
New Zealand,1987,New Zealand,1987,New Zealand
Nicaragua,1987,Nicaragua,1987,Nicaragua
Niger,1987,Niger,1987,Niger
Nigeria,1987,Nigeria,1987,Nigeria
North Korea,1987,North Korea,1987,North Korea
Norway,1987,Norway,1987,Norway
Oman,1987,Oman,1987,Oman
Pakistan,1987,Pakistan,1987,Pakistan
Palestine,1987,Palestine,1987,Palestine
Panama,1987,Panama,1987,Panama
Papua New Guinea,1987,Papua New Guinea,1987,Papua New Guinea
Paraguay,1987,Paraguay,1987,Paraguay
Peru,1987,Peru,1987,Peru
Philippines,1987,Philippines,1987,Philippines
Poland,1987,Poland,1987,Poland
Portugal,1987,Portugal,1987,Portugal
Qatar,1987,Qatar,1987,Qatar
Romania,1987,Romania,1987,Romania
Russia,1987,Russia,1987,Russia
Rwanda,1987,Rwanda,1987,Rwanda
Samoa,1987,Samoa,1987,Samoa
Sao Tome and Principe,1987,Sao Tome and Principe,1987,Sao Tome and Principe
Saudi Arabia,1987,Saudi Arabia,1987,Saudi Arabia
Senegal,1987,Senegal,1987,Senegal
Serbia,1987,Serbia,1987,Serbia
Seychelles,1987,Seychelles,1987,Seychelles
Sierra Leone,1987,Sierra Leone,1987,Sierra Leone
Singapore,1987,Singapore,1987,Singapore
Slovak Republic,1987,Slovak Republic,1987,Slovak Republic
Slovenia,1987,Slovenia,1987,Slovenia
Solomon Islands,1987,Solomon Islands,1987,Solomon Islands
Somalia,1987,Somalia,1987,Somalia
South Africa,1987,South Africa,1987,South Africa
South Korea,1987,South Korea,1987,South Korea
South Sudan,1987,South Sudan,1987,South Sudan
Spain,1987,Spain,1987,Spain
Sri Lanka,1987,Sri Lanka,1987,Sri Lanka
St. Lucia,1987,St. Lucia,1987,St. Lucia
St. Vincent and the Grenadines,1987,St. Vincent and the Grenadines,1987,St. Vincent and the Grenadines
Sudan,1987,Sudan,1987,Sudan
Suriname,1987,Suriname,1987,Suriname
Swaziland,1987,Swaziland,1987,Swaziland
Sweden,1987,Sweden,1987,Sweden
Switzerland,1987,Switzerland,1987,Switzerland
Syria,1987,Syria,1987,Syria
Tajikistan,1987,Tajikistan,1987,Tajikistan
Tanzania,1987,Tanzania,1987,Tanzania
Thailand,1987,Thailand,1987,Thailand
Timor-Leste,1987,Timor-Leste,1987,Timor-Leste
Togo,1987,Togo,1987,Togo
Tonga,1987,Tonga,1987,Tonga
Trinidad and Tobago,1987,Trinidad and Tobago,1987,Trinidad and Tobago
Tunisia,1987,Tunisia,1987,Tunisia
Turkey,1987,Turkey,1987,Turkey
Turkmenistan,1987,Turkmenistan,1987,Turkmenistan
Uganda,1987,Uganda,1987,Uganda
Ukraine,1987,Ukraine,1987,Ukraine
United Arab Emirates,1987,United Arab Emirates,1987,United Arab Emirates
United Kingdom,1987,United Kingdom,1987,United Kingdom
United States,1987,United States,1987,United States
Uruguay,1987,Uruguay,1987,Uruguay
Uzbekistan,1987,Uzbekistan,1987,Uzbekistan
Vanuatu,1987,Vanuatu,1987,Vanuatu
Venezuela,1987,Venezuela,1987,Venezuela
Vietnam,1987,Vietnam,1987,Vietnam
Yemen,1987,Yemen,1987,Yemen
Zambia,1987,Zambia,1987,Zambia
Zimbabwe,1987,Zimbabwe,1987,Zimbabwe
Afghanistan,1992,Afghanistan,1992,Afghanistan
Albania,1992,Albania,1992,Albania
Algeria,1992,Algeria,1992,Algeria
Andorra,1992,Andorra,1992,Andorra
Angola,1992,Angola,1992,Angola
Antigua and Barbuda,1992,Antigua and Barbuda,1992,Antigua and Barbuda
Argentina,1992,Argentina,1992,Argentina
Armenia,1992,Armenia,1992,Armenia
Australia,1992,Australia,1992,Australia
Austria,1992,Austria,1992,Austria
Azerbaijan,1992,Azerbaijan,1992,Azerbaijan
Bahamas,1992,Bahamas,1992,Bahamas
Bahrain,1992,Bahrain,1992,Bahrain
Bangladesh,1992,Bangladesh,1992,Bangladesh
Barbados,1992,Barbados,1992,Barbados
Belarus,1992,Belarus,1992,Belarus
Belgium,1992,Belgium,1992,Belgium
Belize,1992,Belize,1992,Belize
Benin,1992,Benin,1992,Benin
Bhutan,1992,Bhutan,1992,Bhutan
Bolivia,1992,Bolivia,1992,Bolivia
Bosnia and Herzegovina,1992,Bosnia and Herzegovina,1992,Bosnia and Herzegovina
Botswana,1992,Botswana,1992,Botswana
Brazil,1992,Brazil,1992,Brazil
Brunei,1992,Brunei,1992,Brunei
Bulgaria,1992,Bulgaria,1992,Bulgaria
Burkina Faso,1992,Burkina Faso,1992,Burkina Faso
Burundi,1992,Burundi,1992,Burundi
Cambodia,1992,Cambodia,1992,Cambodia
Cameroon,1992,Cameroon,1992,Cameroon
Canada,1992,Canada,1992,Canada
Cape Verde,1992,Cape Verde,1992,Cape Verde
Central African Republic,1992,Central African Republic,1992,Central African Republic
Chad,1992,Chad,1992,Chad
Chile,1992,Chile,1992,Chile
China,1992,China,1992,China
Colombia,1992,Colombia,1992,Colombia
Comoros,1992,Comoros,1992,Comoros
"Congo, Dem. Rep.",1992,"Congo, Dem. Rep.",1992,"Congo, Dem. Rep."
"Congo, Rep.",1992,"Congo, Rep.",1992,"Congo, Rep."
Costa Rica,1992,Costa Rica,1992,Costa Rica
Cote d'Ivoire,1992,Cote d'Ivoire,1992,Cote d'Ivoire
Croatia,1992,Croatia,1992,Croatia
Cuba,1992,Cuba,1992,Cuba
Cyprus,1992,Cyprus,1992,Cyprus
Czech Republic,1992,Czech Republic,1992,Czech Republic
Denmark,1992,Denmark,1992,Denmark
Djibouti,1992,Djibouti,1992,Djibouti
Dominica,1992,Dominica,1992,Dominica
Dominican Republic,1992,Dominican Republic,1992,Dominican Republic
Ecuador,1992,Ecuador,1992,Ecuador
Egypt,1992,Egypt,1992,Egypt
El Salvador,1992,El Salvador,1992,El Salvador
Equatorial Guinea,1992,Equatorial Guinea,1992,Equatorial Guinea
Eritrea,1992,Eritrea,1992,Eritrea
Estonia,1992,Estonia,1992,Estonia
Ethiopia,1992,Ethiopia,1992,Ethiopia
Fiji,1992,Fiji,1992,Fiji
Finland,1992,Finland,1992,Finland
France,1992,France,1992,France
Gabon,1992,Gabon,1992,Gabon
Gambia,1992,Gambia,1992,Gambia
Georgia,1992,Georgia,1992,Georgia
Germany,1992,Germany,1992,Germany
Ghana,1992,Ghana,1992,Ghana
Greece,1992,Greece,1992,Greece
Grenada,1992,Grenada,1992,Grenada
Guatemala,1992,Guatemala,1992,Guatemala
Guinea,1992,Guinea,1992,Guinea
Guinea-Bissau,1992,Guinea-Bissau,1992,Guinea-Bissau
Guyana,1992,Guyana,1992,Guyana
Haiti,1992,Haiti,1992,Haiti
Honduras,1992,Honduras,1992,Honduras
Hungary,1992,Hungary,1992,Hungary
Iceland,1992,Iceland,1992,Iceland
India,1992,India,1992,India
Indonesia,1992,Indonesia,1992,Indonesia
Iran,1992,Iran,1992,Iran
Iraq,1992,Iraq,1992,Iraq
Ireland,1992,Ireland,1992,Ireland
Israel,1992,Israel,1992,Israel
Italy,1992,Italy,1992,Italy
Jamaica,1992,Jamaica,1992,Jamaica
Japan,1992,Japan,1992,Japan
Jordan,1992,Jordan,1992,Jordan
Kazakhstan,1992,Kazakhstan,1992,Kazakhstan
Kenya,1992,Kenya,1992,Kenya
Kiribati,1992,Kiribati,1992,Kiribati
Kuwait,1992,Kuwait,1992,Kuwait
Kyrgyz Republic,1992,Kyrgyz Republic,1992,Kyrgyz Republic
Lao,1992,Lao,1992,Lao
Latvia,1992,Latvia,1992,Latvia
Lebanon,1992,Lebanon,1992,Lebanon
Lesotho,1992,Lesotho,1992,Lesotho
Liberia,1992,Liberia,1992,Liberia
Libya,1992,Libya,1992,Libya
Lithuania,1992,Lithuania,1992,Lithuania
Luxembourg,1992,Luxembourg,1992,Luxembourg
"Macedonia, FYR",1992,"Macedonia, FYR",1992,"Macedonia, FYR"
Madagascar,1992,Madagascar,1992,Madagascar
Malawi,1992,Malawi,1992,Malawi
Malaysia,1992,Malaysia,1992,Malaysia
Maldives,1992,Maldives,1992,Maldives
Mali,1992,Mali,1992,Mali
Malta,1992,Malta,1992,Malta
Marshall Islands,1992,Marshall Islands,1992,Marshall Islands
Mauritania,1992,Mauritania,1992,Mauritania
Mauritius,1992,Mauritius,1992,Mauritius
Mexico,1992,Mexico,1992,Mexico
"Micronesia, Fed. Sts.",1992,"Micronesia, Fed. Sts.",1992,"Micronesia, Fed. Sts."
Moldova,1992,Moldova,1992,Moldova
Mongolia,1992,Mongolia,1992,Mongolia
Montenegro,1992,Montenegro,1992,Montenegro
Morocco,1992,Morocco,1992,Morocco
Mozambique,1992,Mozambique,1992,Mozambique
Myanmar,1992,Myanmar,1992,Myanmar
Namibia,1992,Namibia,1992,Namibia
Nepal,1992,Nepal,1992,Nepal
Netherlands,1992,Netherlands,1992,Netherlands
New Zealand,1992,New Zealand,1992,New Zealand
Nicaragua,1992,Nicaragua,1992,Nicaragua
Niger,1992,Niger,1992,Niger
Nigeria,1992,Nigeria,1992,Nigeria
North Korea,1992,North Korea,1992,North Korea
Norway,1992,Norway,1992,Norway
Oman,1992,Oman,1992,Oman
Pakistan,1992,Pakistan,1992,Pakistan
Palestine,1992,Palestine,1992,Palestine
Panama,1992,Panama,1992,Panama
Papua New Guinea,1992,Papua New Guinea,1992,Papua New Guinea
Paraguay,1992,Paraguay,1992,Paraguay
Peru,1992,Peru,1992,Peru
Philippines,1992,Philippines,1992,Philippines
Poland,1992,Poland,1992,Poland
Portugal,1992,Portugal,1992,Portugal
Qatar,1992,Qatar,1992,Qatar
Romania,1992,Romania,1992,Romania
Russia,1992,Russia,1992,Russia
Rwanda,1992,Rwanda,1992,Rwanda
Samoa,1992,Samoa,1992,Samoa
Sao Tome and Principe,1992,Sao Tome and Principe,1992,Sao Tome and Principe
Saudi Arabia,1992,Saudi Arabia,1992,Saudi Arabia
Senegal,1992,Senegal,1992,Senegal
Serbia,1992,Serbia,1992,Serbia
Seychelles,1992,Seychelles,1992,Seychelles
Sierra Leone,1992,Sierra Leone,1992,Sierra Leone
Singapore,1992,Singapore,1992,Singapore
Slovak Republic,1992,Slovak Republic,1992,Slovak Republic
Slovenia,1992,Slovenia,1992,Slovenia
Solomon Islands,1992,Solomon Islands,1992,Solomon Islands
Somalia,1992,Somalia,1992,Somalia
South Africa,1992,South Africa,1992,South Africa
South Korea,1992,South Korea,1992,South Korea
South Sudan,1992,South Sudan,1992,South Sudan
Spain,1992,Spain,1992,Spain
Sri Lanka,1992,Sri Lanka,1992,Sri Lanka
St. Lucia,1992,St. Lucia,1992,St. Lucia
St. Vincent and the Grenadines,1992,St. Vincent and the Grenadines,1992,St. Vincent and the Grenadines
Sudan,1992,Sudan,1992,Sudan
Suriname,1992,Suriname,1992,Suriname
Swaziland,1992,Swaziland,1992,Swaziland
Sweden,1992,Sweden,1992,Sweden
Switzerland,1992,Switzerland,1992,Switzerland
Syria,1992,Syria,1992,Syria
Tajikistan,1992,Tajikistan,1992,Tajikistan
Tanzania,1992,Tanzania,1992,Tanzania
Thailand,1992,Thailand,1992,Thailand
Timor-Leste,1992,Timor-Leste,1992,Timor-Leste
Togo,1992,Togo,1992,Togo
Tonga,1992,Tonga,1992,Tonga
Trinidad and Tobago,1992,Trinidad and Tobago,1992,Trinidad and Tobago
Tunisia,1992,Tunisia,1992,Tunisia
Turkey,1992,Turkey,1992,Turkey
Turkmenistan,1992,Turkmenistan,1992,Turkmenistan
Uganda,1992,Uganda,1992,Uganda
Ukraine,1992,Ukraine,1992,Ukraine
United Arab Emirates,1992,United Arab Emirates,1992,United Arab Emirates
United Kingdom,1992,United Kingdom,1992,United Kingdom
United States,1992,United States,1992,United States
Uruguay,1992,Uruguay,1992,Uruguay
Uzbekistan,1992,Uzbekistan,1992,Uzbekistan
Vanuatu,1992,Vanuatu,1992,Vanuatu
Venezuela,1992,Venezuela,1992,Venezuela
Vietnam,1992,Vietnam,1992,Vietnam
Yemen,1992,Yemen,1992,Yemen
Zambia,1992,Zambia,1992,Zambia
Zimbabwe,1992,Zimbabwe,1992,Zimbabwe
Afghanistan,1997,Afghanistan,1997,Afghanistan
Albania,1997,Albania,1997,Albania
Algeria,1997,Algeria,1997,Algeria
Andorra,1997,Andorra,1997,Andorra
Angola,1997,Angola,1997,Angola
Antigua and Barbuda,1997,Antigua and Barbuda,1997,Antigua and Barbuda
Argentina,1997,Argentina,1997,Argentina
Armenia,1997,Armenia,1997,Armenia
Australia,1997,Australia,1997,Australia
Austria,1997,Austria,1997,Austria
Azerbaijan,1997,Azerbaijan,1997,Azerbaijan
Bahamas,1997,Bahamas,1997,Bahamas
Bahrain,1997,Bahrain,1997,Bahrain
Bangladesh,1997,Bangladesh,1997,Bangladesh
Barbados,1997,Barbados,1997,Barbados
Belarus,1997,Belarus,1997,Belarus
Belgium,1997,Belgium,1997,Belgium
Belize,1997,Belize,1997,Belize
Benin,1997,Benin,1997,Benin
Bhutan,1997,Bhutan,1997,Bhutan
Bolivia,1997,Bolivia,1997,Bolivia
Bosnia and Herzegovina,1997,Bosnia and Herzegovina,1997,Bosnia and Herzegovina
Botswana,1997,Botswana,1997,Botswana
Brazil,1997,Brazil,1997,Brazil
Brunei,1997,Brunei,1997,Brunei
Bulgaria,1997,Bulgaria,1997,Bulgaria
Burkina Faso,1997,Burkina Faso,1997,Burkina Faso
Burundi,1997,Burundi,1997,Burundi
Cambodia,1997,Cambodia,1997,Cambodia
Cameroon,1997,Cameroon,1997,Cameroon
Canada,1997,Canada,1997,Canada
Cape Verde,1997,Cape Verde,1997,Cape Verde
Central African Republic,1997,Central African Republic,1997,Central African Republic
Chad,1997,Chad,1997,Chad
Chile,1997,Chile,1997,Chile
China,1997,China,1997,China
Colombia,1997,Colombia,1997,Colombia
Comoros,1997,Comoros,1997,Comoros
"Congo, Dem. Rep.",1997,"Congo, Dem. Rep.",1997,"Congo, Dem. Rep."
"Congo, Rep.",1997,"Congo, Rep.",1997,"Congo, Rep."
Costa Rica,1997,Costa Rica,1997,Costa Rica
Cote d'Ivoire,1997,Cote d'Ivoire,1997,Cote d'Ivoire
Croatia,1997,Croatia,1997,Croatia
Cuba,1997,Cuba,1997,Cuba
Cyprus,1997,Cyprus,1997,Cyprus
Czech Republic,1997,Czech Republic,1997,Czech Republic
Denmark,1997,Denmark,1997,Denmark
Djibouti,1997,Djibouti,1997,Djibouti
Dominica,1997,Dominica,1997,Dominica
Dominican Republic,1997,Dominican Republic,1997,Dominican Republic
Ecuador,1997,Ecuador,1997,Ecuador
Egypt,1997,Egypt,1997,Egypt
El Salvador,1997,El Salvador,1997,El Salvador
Equatorial Guinea,1997,Equatorial Guinea,1997,Equatorial Guinea
Eritrea,1997,Eritrea,1997,Eritrea
Estonia,1997,Estonia,1997,Estonia
Ethiopia,1997,Ethiopia,1997,Ethiopia
Fiji,1997,Fiji,1997,Fiji
Finland,1997,Finland,1997,Finland
France,1997,France,1997,France
Gabon,1997,Gabon,1997,Gabon
Gambia,1997,Gambia,1997,Gambia
Georgia,1997,Georgia,1997,Georgia
Germany,1997,Germany,1997,Germany
Ghana,1997,Ghana,1997,Ghana
Greece,1997,Greece,1997,Greece
Grenada,1997,Grenada,1997,Grenada
Guatemala,1997,Guatemala,1997,Guatemala
Guinea,1997,Guinea,1997,Guinea
Guinea-Bissau,1997,Guinea-Bissau,1997,Guinea-Bissau
Guyana,1997,Guyana,1997,Guyana
Haiti,1997,Haiti,1997,Haiti
Honduras,1997,Honduras,1997,Honduras
Hungary,1997,Hungary,1997,Hungary
Iceland,1997,Iceland,1997,Iceland
India,1997,India,1997,India
Indonesia,1997,Indonesia,1997,Indonesia
Iran,1997,Iran,1997,Iran
Iraq,1997,Iraq,1997,Iraq
Ireland,1997,Ireland,1997,Ireland
Israel,1997,Israel,1997,Israel
Italy,1997,Italy,1997,Italy
Jamaica,1997,Jamaica,1997,Jamaica
Japan,1997,Japan,1997,Japan
Jordan,1997,Jordan,1997,Jordan
Kazakhstan,1997,Kazakhstan,1997,Kazakhstan
Kenya,1997,Kenya,1997,Kenya
